nome_aluno,sexo_aluno,idade_aluno,escola_aluno,escolaridade_aluno,curso,professor,data_matricula,concluiu_curso,respostas_corretas,avaliacao_curso
Juliana Gomes Souza,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,22/12/2024,True,74,5
Antônio Oliveira Rodrigues,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,31/08/2024,False,65,5
Patrícia Santos Santos,Feminino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,22/10/2023,False,92,1
Rafael Silva Souza,Masculino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,13/06/2024,True,95,5
Letícia Pereira Gomes,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,09/10/2024,True,96,2
Daniel Souza Santos,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,13/08/2024,True,81,4
Pedro Souza Souza,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,16/02/2024,True,81,1
Maria Pereira Pereira,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,19/04/2023,True,82,5
Daniel Silva Silva,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,21/09/2024,True,87,5
Daniel Rodrigues Silva,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,07/07/2023,True,92,5
Gabriel Oliveira Silva,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,06/02/2023,True,88,4
Gabriel Oliveira Santos,Masculino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,10/05/2023,True,73,3
Ana Costa Oliveira,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,11/01/2025,True,95,4
Fernando Souza Oliveira,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,01/10/2023,True,84,4
Beatriz Rodrigues Oliveira,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,29/09/2024,True,73,4
Amanda Oliveira Carvalho,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,07/05/2023,True,75,5
Gabriel Costa Carvalho,Masculino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,16/11/2024,True,83,5
João Carvalho Souza,Masculino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,01/04/2023,True,86,4
Rafael Costa Gomes,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,01/03/2024,False,79,5
Fernando Silva Costa,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,12/12/2023,True,77,5
Ana Gomes Rodrigues,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,14/12/2023,True,99,5
Antônio Carvalho Pereira,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,13/11/2024,True,79,4
Rafael Costa Gomes,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,17/03/2024,False,15,5
Pedro Almeida Rodrigues,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,03/03/2024,True,92,1
Letícia Almeida Silva,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,19/06/2024,True,71,5
Rafael Almeida Rodrigues,Masculino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,04/02/2023,True,71,5
João Santos Carvalho,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,08/12/2023,False,41,5
Daniel Silva Costa,Masculino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,16/01/2023,True,77,3
Maria Souza Oliveira,Feminino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,27/01/2023,True,70,5
Antônio Carvalho Costa,Masculino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,12/10/2024,True,86,4
Marcos Rodrigues Souza,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,21/02/2023,True,94,5
Patrícia Rodrigues Costa,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,28/02/2024,False,10,5
Antônio Pereira Souza,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,08/03/2024,False,80,5
Letícia Almeida Costa,Feminino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,25/02/2023,False,40,3
Daniel Costa Carvalho,Masculino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,24/10/2024,False,39,5
Daniel Costa Pereira,Masculino,15,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,28/10/2023,False,45,1
Camila Pereira Gomes,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,08/01/2025,True,95,4
Carlos Costa Costa,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,08/01/2023,True,89,5
Amanda Costa Gomes,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,04/03/2023,True,82,4
Patrícia Silva Rodrigues,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,11/02/2023,True,96,5
Patrícia Rodrigues Oliveira,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,14/03/2023,True,98,5
Amanda Carvalho Pereira,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,05/03/2024,True,85,3
Beatriz Pereira Oliveira,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,21/07/2023,True,97,5
Maria Almeida Santos,Feminino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,15/10/2024,True,74,5
Gabriel Gomes Oliveira,Masculino,17,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,16/07/2024,False,2,3
Juliana Carvalho Gomes,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,11/07/2024,False,5,5
Letícia Oliveira Rodrigues,Feminino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,26/11/2024,True,95,5
Ana Gomes Santos,Feminino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,12/05/2023,False,75,5
Patrícia Souza Pereira,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,17/10/2024,True,81,4
Pedro Gomes Carvalho,Masculino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,25/02/2023,False,45,2
Maria Souza Pereira,Feminino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,15/10/2024,True,94,2
Patrícia Carvalho Silva,Feminino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,27/01/2025,False,42,5
Amanda Carvalho Rodrigues,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,28/05/2023,True,82,4
Juliana Souza Santos,Feminino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,21/04/2023,True,90,4
Camila Carvalho Souza,Feminino,17,Ceep Paulo Ferraz,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,14/12/2024,True,79,4
Antônio Santos Silva,Masculino,16,Ceep Paulo Ferraz,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,17/10/2024,True,74,5
Ana Gomes Souza,Feminino,15,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,01/04/2024,True,82,5
Patrícia Gomes Costa,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,25/01/2025,True,98,5
Camila Pereira Santos,Feminino,20,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,22/04/2024,True,77,5
Fernanda Rodrigues Rodrigues,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,07/06/2024,True,81,4
Patrícia Pereira Santos,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,09/09/2023,True,75,4
João Costa Santos,Masculino,16,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,21/03/2023,True,88,5
Camila Rodrigues Costa,Feminino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,27/07/2024,True,81,2
Patrícia Silva Pereira,Feminino,15,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,23/12/2023,False,18,4
Isabela Santos Silva,Feminino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,09/01/2025,False,13,4
Beatriz Gomes Gomes,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,22/11/2023,False,0,2
Antônio Souza Carvalho,Masculino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,25/02/2024,False,34,4
Rafael Costa Pereira,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,07/10/2023,True,91,5
Patrícia Santos Almeida,Feminino,20,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,11/08/2023,True,79,5
Pedro Silva Gomes,Masculino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,26/02/2024,True,98,5
Letícia Rodrigues Pereira,Feminino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,25/09/2024,True,87,4
Gabriel Oliveira Santos,Masculino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,12/08/2023,True,71,2
Patrícia Souza Santos,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,01/05/2024,True,72,4
Camila Carvalho Gomes,Feminino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,09/07/2024,False,39,5
Patrícia Santos Oliveira,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,26/09/2024,False,13,5
Camila Carvalho Gomes,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,18/03/2024,True,79,5
Pedro Pereira Gomes,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,21/02/2023,True,78,4
Rafael Oliveira Santos,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,13/12/2023,True,94,4
Beatriz Pereira Souza,Feminino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,26/01/2024,True,89,3
Pedro Rodrigues Gomes,Masculino,20,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,02/08/2024,False,80,4
Gabriel Souza Pereira,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,13/11/2023,True,84,4
Lucas Rodrigues Gomes,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,03/06/2024,True,70,4
Gabriel Rodrigues Souza,Masculino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,01/08/2023,True,78,5
Isabela Rodrigues Gomes,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,27/03/2024,True,83,4
João Santos Oliveira,Masculino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,27/05/2023,True,72,5
João Silva Gomes,Masculino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,07/08/2023,True,82,4
Beatriz Silva Oliveira,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,11/11/2024,True,80,5
Fernanda Almeida Gomes,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,26/12/2024,True,95,5
Letícia Costa Almeida,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,17/06/2023,True,94,5
Maria Carvalho Souza,Feminino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,14/06/2024,True,88,5
Marcos Souza Costa,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,02/04/2024,True,89,4
Juliana Costa Rodrigues,Feminino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,28/02/2024,True,82,3
Maria Costa Costa,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,17/01/2024,True,88,3
Carlos Pereira Silva,Masculino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,30/04/2024,True,90,4
Fernando Silva Rodrigues,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,04/10/2023,True,71,5
Antônio Carvalho Silva,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,22/08/2023,False,90,2
Gabriel Almeida Gomes,Masculino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,24/04/2023,True,83,4
Daniel Souza Souza,Masculino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,23/11/2023,False,32,5
Letícia Oliveira Costa,Feminino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,25/06/2023,True,95,4
Gabriel Souza Gomes,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,17/01/2023,True,90,4
Fernanda Carvalho Almeida,Feminino,19,Ceep Paulo Ferraz,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,23/09/2024,True,70,3
Camila Souza Souza,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,16/10/2024,False,78,5
João Gomes Rodrigues,Masculino,18,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,11/03/2024,True,91,4
Beatriz Carvalho Carvalho,Feminino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,03/12/2023,True,70,4
Antônio Rodrigues Santos,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,01/03/2024,True,80,5
Antônio Pereira Rodrigues,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,25/11/2023,True,88,2
Fernando Santos Silva,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,06/07/2024,True,90,5
Patrícia Carvalho Oliveira,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,16/11/2024,False,98,4
Carlos Santos Oliveira,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,25/01/2025,True,77,5
João Costa Santos,Masculino,18,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,02/08/2023,False,29,2
Fernanda Costa Almeida,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,26/10/2023,True,79,5
Juliana Pereira Souza,Feminino,20,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,06/12/2023,True,77,3
Gabriel Rodrigues Oliveira,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,15/04/2023,True,86,1
Isabela Souza Silva,Feminino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,10/10/2023,False,83,1
Fernanda Almeida Pereira,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,01/04/2023,True,84,5
Carlos Gomes Costa,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,04/10/2023,False,2,4
Letícia Silva Carvalho,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,20/03/2024,False,83,4
Marcos Oliveira Oliveira,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,30/05/2023,True,84,5
